1 1 1
1 2 0.00150385
1 3 0.00174561
1 4 0.00151626
1 5 0.00304542
1 6 0.00177181
1 7 0.00119282
1 8 0.00176593
1 11 -0.00114622
1 12 -0.000514544
1 13 -0.000823954
1 14 0.000177356
1 15 0.000490063
1 16 -0.00191092
1 17 -6.35839e-06
1 18 -0.000739393
1 21 0.00135589
1 22 -0.000282242
1 23 -0.000561726
1 24 -0.000255596
1 25 -0.00931714
1 26 0.0010823
1 27 -0.000562833
1 28 0.0073106
1 31 -0.00129435
1 32 -0.00123819
1 33 -0.000730942
1 34 -0.000858561
1 35 -0.00162003
1 36 -0.000244981
1 37 -0.000599905
1 38 -0.00129922
2 1 0.00218834
2 2 1
2 3 0.00201835
2 4 0.00282711
2 5 0.00499736
2 6 0.00275806
2 7 0.00256791
2 8 0.0026713
2 11 0.00075993
2 12 0.000782082
2 13 0.00174256
2 14 0.0066532
2 15 0.00236287
2 16 0.0021749
2 17 0.00211544
2 18 0.00146839
2 21 0.000971424
2 22 0.00120676
2 23 0.00175716
2 24 -9.28096e-05
2 25 0.00276654
2 26 0.00172372
2 27 0.00179755
2 28 0.00290509
2 31 0.000643848
2 32 0.000758062
2 33 0.00109531
2 34 0.00147283
2 35 0.00545077
2 36 0.0021067
2 37 0.00185849
2 38 0.00208888
3 1 0.00558416
3 2 0.00055186
3 3 1
3 4 0.00247891
3 5 0.000554458
3 6 0.000697696
3 7 -0.000948199
3 8 0.00158011
3 11 0.000462398
3 12 0.000722127
3 13 0.0004879
3 14 0.0016302
3 15 0.00148695
3 16 0.00134306
3 17 0.00130844
3 18 0.000692476
3 21 0.00137832
3 22 0.00144682
3 23 0.00147034
3 24 0.000726269
3 25 0.00145679
3 26 0.0013903
3 27 0.00107335
3 28 0.00161048
3 31 0.000736904
3 32 0.00084243
3 33 -3.63441e-05
3 34 0.00122566
3 35 0.00179899
3 36 0.00145006
3 37 0.00124504
3 38 0.000989507
4 1 0.0015775
4 2 0.00243892
4 3 0.00130892
4 4 1
4 5 0.00197326
4 6 0.00204504
4 7 0.00123851
4 8 0.00216518
4 11 0.000118013
4 12 0.000444538
4 13 0.000417537
4 14 0.00141992
4 15 0.000932383
4 16 0.000355332
4 17 0.00121582
4 18 8.34395e-05
4 21 0.00135355
4 22 0.000982974
4 23 0.00111091
4 24 0.00032924
4 25 0.000992438
4 26 0.000632206
4 27 0.000688706
4 28 0.000784864
4 31 0.000128306
4 32 0.000207145
4 33 0.00033844
4 34 0.000718438
4 35 0.000738359
4 36 0.000986985
4 37 0.000807667
4 38 0.000856602
5 1 0.00322221
5 2 0.00417481
5 3 0.00414188
5 4 0.00434041
5 5 1
5 6 0.00360995
5 7 0.0032151
5 8 0.00363597
5 11 0.00439639
5 12 -0.000778887
5 13 0.000625079
5 14 0.00197801
5 15 0.00210182
5 16 0.00185456
5 17 0.00144881
5 18 0.000692258
5 21 -0.00540307
5 22 0.0032587
5 23 0.00160704
5 24 0.00359034
5 25 0.00537765
5 26 0.00160648
5 27 0.00126797
5 28 0.00236966
5 31 0.000319519
5 32 0.000951302
5 33 0.000414079
5 34 0.000502163
5 35 0.00244429
5 36 0.00147103
5 37 0.00119402
5 38 0.00219187
6 1 0.00297304
6 2 0.0107672
6 3 0.00301127
6 4 0.00322901
6 5 0.0184179
6 6 1
6 7 0.00121219
6 8 0.00309572
6 11 -0.000687855
6 12 0.000242419
6 13 9.58249e-05
6 14 0.000651074
6 15 0.000686679
6 16 0.000487354
6 17 0.00036886
6 18 -0.00123761
6 21 -0.00133156
6 22 0.0004361
6 23 0.000363349
6 24 1.38719e-05
6 25 0.000649315
6 26 0.000581698
6 27 0.000186325
6 28 -1.63027e-05
6 31 -0.00374299
6 32 -0.000184922
6 33 -0.000482435
6 34 2.69793e-05
6 35 0.000207416
6 36 0.000539823
6 37 0.000237469
6 38 -1.06298e-05
7 1 0.00579991
7 2 0.00692636
7 3 0.00483657
7 4 0.00603679
7 5 0.0527313
7 6 0.00757529
7 7 1
7 8 0.00520356
7 11 0.00230181
7 12 0.00256647
7 13 0.00244209
7 14 0.00342607
7 15 0.00320526
7 16 0.00300749
7 17 0.00140278
7 18 0.00199637
7 21 0.00270558
7 22 0.00306818
7 23 0.00275105
7 24 0.00256959
7 25 0.00300749
7 26 0.00284693
7 27 0.00225972
7 28 0.00246236
7 31 0.00228298
7 32 0.00218008
7 33 0.00166095
7 34 0.00282807
7 35 0.00302276
7 36 0.00272098
7 37 0.00151655
7 38 0.00262196
8 1 0.00241484
8 2 0.00181432
8 3 0.0012823
8 4 0.000970659
8 5 0.000273777
8 6 0.001425
8 7 -0.000555368
8 8 1
8 11 -0.00104968
8 12 -0.00155816
8 13 -0.00176738
8 14 -0.000722346
8 15 -0.000798035
8 16 -0.00072333
8 17 -0.00106035
8 18 -0.00180272
8 21 -0.000606865
8 22 -0.00186663
8 23 -0.00136139
8 24 -0.00171171
8 25 0.00229777
8 26 -0.000316041
8 27 -0.00142389
8 28 -0.00142917
8 31 -0.00187453
8 32 -0.00279206
8 33 -0.00268744
8 34 -0.00125312
8 35 -0.00121897
8 36 -0.00297567
8 37 -0.00181726
8 38 -0.00135611
11 1 -0.000982431
11 2 -0.000431236
11 3 -0.00118732
11 4 -0.00043026
11 5 -0.00611683
11 6 -0.000941883
11 7 -0.00139706
11 8 -0.00192342
11 11 1
11 12 -9.05294e-05
11 13 0.000868772
11 14 0.000859353
11 15 0.00309837
11 16 0.00117688
11 17 0.00123606
11 18 0.000726861
11 21 -0.000243604
11 22 -0.000593437
11 23 -0.000787609
11 24 -0.00173225
11 25 -0.000593503
11 26 -0.00140972
11 27 -0.000980896
11 28 -0.00101134
11 31 -9.92052e-05
